# JMH 1.15 (released 206 days ago, please consider updating!)
# VM version: JDK 1.8.0_121, VM 25.121-b13
# VM invoker: /usr/lib/jvm/java-8-oracle/jre/bin/java
# VM options: <none>
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: org.sample.MyBenchmark.GroovyDynamicMethod0_0

# Run progress: 0.00% complete, ETA 00:50:00
# Fork: 1 of 3
# Warmup Iteration   1: 0.021 us/op
# Warmup Iteration   2: 0.018 us/op
# Warmup Iteration   3: 0.017 us/op
# Warmup Iteration   4: 0.017 us/op
# Warmup Iteration   5: 0.017 us/op
# Warmup Iteration   6: 0.017 us/op
# Warmup Iteration   7: 0.017 us/op
# Warmup Iteration   8: 0.019 us/op
# Warmup Iteration   9: 0.017 us/op
# Warmup Iteration  10: 0.017 us/op
# Warmup Iteration  11: 0.017 us/op
# Warmup Iteration  12: 0.017 us/op
# Warmup Iteration  13: 0.017 us/op
# Warmup Iteration  14: 0.017 us/op
# Warmup Iteration  15: 0.017 us/op
# Warmup Iteration  16: 0.018 us/op
# Warmup Iteration  17: 0.018 us/op
# Warmup Iteration  18: 0.018 us/op
# Warmup Iteration  19: 0.019 us/op
# Warmup Iteration  20: 0.021 us/op
Iteration  16: 0.018 us/op
Iteration  17: 0.018 us/op
Iteration  18: 0.018 us/op
Iteration  19: 0.018 us/op
Iteration  20: 0.018 us/op


Result "GroovyDynamicMethod0_0":
  0.017 ±(99.9%) 0.001 us/op [Average]
  (min, avg, max) = (0.017, 0.017, 0.019), stdev = 0.001
  CI (99.9%): [0.017, 0.018] (assumes normal distribution)


# JMH 1.15 (released 206 days ago, please consider updating!)
# VM version: JDK 1.8.0_121, VM 25.121-b13
# VM invoker: /usr/lib/jvm/java-8-oracle/jre/bin/java
# VM options: <none>
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: org.sample.MyBenchmark.GroovyDynamicMethod3_3

# Run progress: 4.00% complete, ETA 00:48:14
# Fork: 1 of 3
# Warmup Iteration   1: 0.123 us/op
# Warmup Iteration   2: 0.090 us/op
# Warmup Iteration   3: 0.088 us/op
# Warmup Iteration   4: 0.091 us/op
# Warmup Iteration   5: 0.088 us/op
# Warmup Iteration   6: 0.088 us/op
# Warmup Iteration   7: 0.088 us/op
# Warmup Iteration   8: 0.088 us/op
# Warmup Iteration   9: 0.088 us/op
# Warmup Iteration  10: 0.088 us/op
# Warmup Iteration  11: 0.088 us/op
# Warmup Iteration  12: 0.088 us/op
# Warmup Iteration  13: 0.088 us/op
# Warmup Iteration  14: 0.088 us/op
# Warmup Iteration  15: 0.088 us/op
# Warmup Iteration  16: 0.088 us/op
# Warmup Iteration  17: 0.086 us/op
# Warmup Iteration  18: 0.086 us/op
# Warmup Iteration  19: 0.085 us/op
# Warmup Iteration  20: 0.086 us/op
Iteration   1: 0.086 us/op
Iteration   2: 0.085 us/op
Iteration   3: 0.085 us/op
Iteration   4: 0.086 us/op
Iteration   5: 0.086 us/op
Iteration   6: 0.086 us/op
Iteration   7: 0.086 us/op
Iteration   8: 0.086 us/op
Iteration   9: 0.086 us/op
Iteration  10: 0.086 us/op
Iteration  11: 0.086 us/op
Iteration  12: 0.085 us/op
Iteration  13: 0.085 us/op
Iteration  14: 0.086 us/op
Iteration  15: 0.086 us/op
Iteration  16: 0.086 us/op
Iteration  17: 0.085 us/op
Iteration  18: 0.085 us/op
Iteration  19: 0.085 us/op
Iteration  20: 0.086 us/op

# Run progress: 5.33% complete, ETA 00:47:35
# Fork: 2 of 3
# Warmup Iteration   1: 0.121 us/op
# Warmup Iteration   2: 0.094 us/op
# Warmup Iteration   3: 0.088 us/op
# Warmup Iteration   4: 0.090 us/op
# Warmup Iteration   5: 0.088 us/op
# Warmup Iteration   6: 0.088 us/op
# Warmup Iteration   7: 0.088 us/op
# Warmup Iteration   8: 0.088 us/op
# Warmup Iteration   9: 0.088 us/op
# Warmup Iteration  10: 0.088 us/op
# Warmup Iteration  11: 0.088 us/op
# Warmup Iteration  12: 0.088 us/op
# Warmup Iteration  13: 0.088 us/op
# Warmup Iteration  14: 0.088 us/op
# Warmup Iteration  15: 0.088 us/op
# Warmup Iteration  16: 0.089 us/op
# Warmup Iteration  17: 0.089 us/op
# Warmup Iteration  18: 0.088 us/op
# Warmup Iteration  19: 0.088 us/op
# Warmup Iteration  20: 0.088 us/op
Iteration   1: 0.088 us/op
Iteration   2: 0.088 us/op
Iteration   3: 0.088 us/op
Iteration   4: 0.088 us/op
Iteration   5: 0.089 us/op
Iteration   6: 0.089 us/op
Iteration   7: 0.089 us/op
Iteration   8: 0.088 us/op
Iteration   9: 0.088 us/op
Iteration  10: 0.088 us/op
Iteration  11: 0.089 us/op
Iteration  12: 0.088 us/op
Iteration  13: 0.088 us/op
Iteration  14: 0.089 us/op
Iteration  15: 0.089 us/op
Iteration  16: 0.088 us/op
Iteration  17: 0.088 us/op
Iteration  18: 0.089 us/op
Iteration  19: 0.089 us/op
Iteration  20: 0.089 us/op

# Run progress: 6.67% complete, ETA 00:46:54
# Fork: 3 of 3
# Warmup Iteration   1: 0.119 us/op
# Warmup Iteration   2: 0.094 us/op
# Warmup Iteration   3: 0.087 us/op
# Warmup Iteration   4: 0.089 us/op
# Warmup Iteration   5: 0.087 us/op
# Warmup Iteration   6: 0.087 us/op
# Warmup Iteration   7: 0.087 us/op
# Warmup Iteration   8: 0.087 us/op
# Warmup Iteration   9: 0.087 us/op
# Warmup Iteration  10: 0.087 us/op
# Warmup Iteration  11: 0.088 us/op
# Warmup Iteration  12: 0.088 us/op
# Warmup Iteration  13: 0.088 us/op
# Warmup Iteration  14: 0.087 us/op
# Warmup Iteration  15: 0.087 us/op
# Warmup Iteration  16: 0.088 us/op
# Warmup Iteration  17: 0.088 us/op
# Warmup Iteration  18: 0.088 us/op
# Warmup Iteration  19: 0.088 us/op
# Warmup Iteration  20: 0.088 us/op
Iteration   1: 0.088 us/op
Iteration   2: 0.088 us/op
Iteration   3: 0.088 us/op
Iteration   4: 0.088 us/op
Iteration   5: 0.088 us/op
Iteration   6: 0.088 us/op
Iteration   7: 0.088 us/op
Iteration   8: 0.088 us/op
Iteration   9: 0.088 us/op
Iteration  10: 0.088 us/op
Iteration  11: 0.088 us/op
Iteration  12: 0.088 us/op
Iteration  13: 0.088 us/op
Iteration  14: 0.087 us/op
Iteration  15: 0.088 us/op
Iteration  16: 0.088 us/op
Iteration  17: 0.088 us/op
Iteration  18: 0.088 us/op
Iteration  19: 0.088 us/op
Iteration  20: 0.087 us/op


Result "GroovyDynamicMethod3_3":
  0.087 ±(99.9%) 0.001 us/op [Average]
  (min, avg, max) = (0.085, 0.087, 0.089), stdev = 0.001
  CI (99.9%): [0.087, 0.088] (assumes normal distribution)


# JMH 1.15 (released 206 days ago, please consider updating!)
# VM version: JDK 1.8.0_121, VM 25.121-b13
# VM invoker: /usr/lib/jvm/java-8-oracle/jre/bin/java
# VM options: <none>
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: org.sample.MyBenchmark.GroovyDynamicMethod5Proxy

# Run progress: 8.00% complete, ETA 00:46:14
# Fork: 1 of 3
# Warmup Iteration   1: 0.273 us/op
# Warmup Iteration   2: 0.198 us/op
# Warmup Iteration   3: 0.191 us/op
# Warmup Iteration   4: 0.193 us/op
# Warmup Iteration   5: 0.187 us/op
# Warmup Iteration   6: 0.187 us/op
# Warmup Iteration   7: 0.187 us/op
# Warmup Iteration   8: 0.189 us/op
# Warmup Iteration   9: 0.187 us/op
# Warmup Iteration  10: 0.187 us/op
# Warmup Iteration  11: 0.187 us/op
# Warmup Iteration  12: 0.187 us/op
# Warmup Iteration  13: 0.187 us/op
# Warmup Iteration  14: 0.187 us/op
# Warmup Iteration  15: 0.187 us/op
# Warmup Iteration  16: 0.189 us/op
# Warmup Iteration  17: 0.187 us/op
# Warmup Iteration  18: 0.188 us/op
# Warmup Iteration  19: 0.187 us/op
# Warmup Iteration  20: 0.187 us/op
Iteration   1: 0.189 us/op
Iteration   2: 0.187 us/op
Iteration   3: 0.188 us/op
Iteration   4: 0.188 us/op
Iteration   5: 0.188 us/op
Iteration   6: 0.188 us/op
Iteration   7: 0.188 us/op
Iteration   8: 0.187 us/op
Iteration   9: 0.188 us/op
Iteration  10: 0.189 us/op
Iteration  11: 0.187 us/op
Iteration  12: 0.188 us/op
Iteration  13: 0.187 us/op
Iteration  14: 0.186 us/op
Iteration  15: 0.187 us/op
Iteration  16: 0.187 us/op
Iteration  17: 0.187 us/op
Iteration  18: 0.187 us/op
Iteration  19: 0.188 us/op
Iteration  20: 0.188 us/op

# Run progress: 9.33% complete, ETA 00:45:34
# Fork: 2 of 3
# Warmup Iteration   1: 0.279 us/op
# Warmup Iteration   2: 0.210 us/op
# Warmup Iteration   3: 0.195 us/op
# Warmup Iteration   4: 0.201 us/op
# Warmup Iteration   5: 0.196 us/op
# Warmup Iteration   6: 0.196 us/op
# Warmup Iteration   7: 0.196 us/op
# Warmup Iteration   8: 0.195 us/op
# Warmup Iteration   9: 0.196 us/op
# Warmup Iteration  10: 0.196 us/op
# Warmup Iteration  11: 0.196 us/op
# Warmup Iteration  12: 0.198 us/op
# Warmup Iteration  13: 0.198 us/op
# Warmup Iteration  14: 0.198 us/op
# Warmup Iteration  15: 0.198 us/op
# Warmup Iteration  16: 0.198 us/op
# Warmup Iteration  17: 0.198 us/op
# Warmup Iteration  18: 0.199 us/op
# Warmup Iteration  19: 0.199 us/op
# Warmup Iteration  20: 0.199 us/op
Iteration   1: 0.200 us/op
Iteration   2: 0.198 us/op
Iteration   3: 0.198 us/op
Iteration   4: 0.199 us/op
Iteration   5: 0.198 us/op
Iteration   6: 0.199 us/op
Iteration   7: 0.199 us/op
Iteration   8: 0.197 us/op
Iteration   9: 0.199 us/op
Iteration  10: 0.199 us/op
Iteration  11: 0.199 us/op
Iteration  12: 0.199 us/op
Iteration  13: 0.197 us/op
Iteration  14: 0.198 us/op
Iteration  15: 0.197 us/op
Iteration  16: 0.199 us/op
Iteration  17: 0.199 us/op
Iteration  18: 0.199 us/op
Iteration  19: 0.199 us/op
Iteration  20: 0.199 us/op

# Run progress: 10.67% complete, ETA 00:44:54
# Fork: 3 of 3
# Warmup Iteration   1: 0.261 us/op
# Warmup Iteration   2: 0.196 us/op
# Warmup Iteration   3: 0.185 us/op
# Warmup Iteration   4: 0.187 us/op
# Warmup Iteration   5: 0.181 us/op
# Warmup Iteration   6: 0.183 us/op
# Warmup Iteration   7: 0.181 us/op
# Warmup Iteration   8: 0.182 us/op
# Warmup Iteration   9: 0.182 us/op
# Warmup Iteration  10: 0.182 us/op
# Warmup Iteration  11: 0.182 us/op
# Warmup Iteration  12: 0.182 us/op
# Warmup Iteration  13: 0.182 us/op
# Warmup Iteration  14: 0.184 us/op
# Warmup Iteration  15: 0.183 us/op
# Warmup Iteration  16: 0.182 us/op
# Warmup Iteration  17: 0.182 us/op
# Warmup Iteration  18: 0.182 us/op
# Warmup Iteration  19: 0.182 us/op
# Warmup Iteration  20: 0.186 us/op
Iteration   1: 0.186 us/op
Iteration   2: 0.183 us/op
Iteration   3: 0.183 us/op
Iteration   4: 0.183 us/op
Iteration   5: 0.183 us/op
Iteration   6: 0.183 us/op
Iteration   7: 0.185 us/op
Iteration   8: 0.184 us/op
Iteration   9: 0.184 us/op
Iteration  10: 0.183 us/op
Iteration  11: 0.184 us/op
Iteration  12: 0.184 us/op
Iteration  13: 0.184 us/op
Iteration  14: 0.184 us/op
Iteration  15: 0.184 us/op
Iteration  16: 0.184 us/op
Iteration  17: 0.184 us/op
Iteration  18: 0.185 us/op
Iteration  19: 0.184 us/op
Iteration  20: 0.186 us/op


Result "GroovyDynamicMethod5Proxy":
  0.190 ±(99.9%) 0.003 us/op [Average]
  (min, avg, max) = (0.183, 0.190, 0.200), stdev = 0.006
  CI (99.9%): [0.187, 0.193] (assumes normal distribution)


# JMH 1.15 (released 206 days ago, please consider updating!)
# VM version: JDK 1.8.0_121, VM 25.121-b13
# VM invoker: /usr/lib/jvm/java-8-oracle/jre/bin/java
# VM options: <none>
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: org.sample.MyBenchmark.GroovyDynamicMethod5_10

# Run progress: 12.00% complete, ETA 00:44:13
# Fork: 1 of 3
# Warmup Iteration   1: 0.261 us/op
# Warmup Iteration   2: 0.200 us/op
# Warmup Iteration   3: 0.188 us/op
# Warmup Iteration   4: 0.185 us/op
# Warmup Iteration   5: 0.176 us/op
# Warmup Iteration   6: 0.176 us/op
# Warmup Iteration   7: 0.177 us/op
# Warmup Iteration   8: 0.177 us/op
# Warmup Iteration   9: 0.176 us/op
# Warmup Iteration  10: 0.178 us/op
# Warmup Iteration  11: 0.177 us/op
# Warmup Iteration  12: 0.177 us/op
# Warmup Iteration  13: 0.177 us/op
# Warmup Iteration  14: 0.177 us/op
# Warmup Iteration  15: 0.177 us/op
# Warmup Iteration  16: 0.178 us/op
# Warmup Iteration  17: 0.178 us/op
# Warmup Iteration  18: 0.179 us/op
# Warmup Iteration  19: 0.179 us/op
# Warmup Iteration  20: 0.179 us/op
Iteration   1: 0.179 us/op
Iteration   2: 0.178 us/op
Iteration   3: 0.178 us/op
Iteration   4: 0.179 us/op
Iteration   5: 0.179 us/op
Iteration   6: 0.179 us/op
Iteration   7: 0.178 us/op
Iteration   8: 0.180 us/op
Iteration   9: 0.179 us/op
Iteration  10: 0.179 us/op
Iteration  11: 0.179 us/op
Iteration  12: 0.179 us/op
Iteration  13: 0.179 us/op
Iteration  14: 0.179 us/op
Iteration  15: 0.179 us/op
Iteration  16: 0.179 us/op
Iteration  17: 0.179 us/op
Iteration  18: 0.180 us/op
Iteration  19: 0.179 us/op
Iteration  20: 0.179 us/op

# Run progress: 13.33% complete, ETA 00:43:33
# Fork: 2 of 3
# Warmup Iteration   1: 0.254 us/op
# Warmup Iteration   2: 0.195 us/op
# Warmup Iteration   3: 0.187 us/op
# Warmup Iteration   4: 0.190 us/op
# Warmup Iteration   5: 0.184 us/op
# Warmup Iteration   6: 0.184 us/op
# Warmup Iteration   7: 0.184 us/op
# Warmup Iteration   8: 0.184 us/op
# Warmup Iteration   9: 0.184 us/op
# Warmup Iteration  10: 0.184 us/op
# Warmup Iteration  11: 0.184 us/op
# Warmup Iteration  12: 0.185 us/op
# Warmup Iteration  13: 0.186 us/op
# Warmup Iteration  14: 0.187 us/op
# Warmup Iteration  15: 0.186 us/op
# Warmup Iteration  16: 0.186 us/op
# Warmup Iteration  17: 0.186 us/op
# Warmup Iteration  18: 0.187 us/op
# Warmup Iteration  19: 0.187 us/op
# Warmup Iteration  20: 0.186 us/op
Iteration   1: 0.186 us/op
Iteration   2: 0.186 us/op
Iteration   3: 0.187 us/op
Iteration   4: 0.185 us/op
Iteration   5: 0.186 us/op
Iteration   6: 0.186 us/op
Iteration   7: 0.186 us/op
Iteration   8: 0.186 us/op
Iteration   9: 0.186 us/op
Iteration  10: 0.187 us/op
Iteration  11: 0.186 us/op
Iteration  12: 0.185 us/op
Iteration  13: 0.186 us/op
Iteration  14: 0.185 us/op
Iteration  15: 0.185 us/op
Iteration  16: 0.186 us/op
Iteration  17: 0.186 us/op
Iteration  18: 0.185 us/op
Iteration  19: 0.186 us/op
Iteration  20: 0.187 us/op

# Run progress: 14.67% complete, ETA 00:42:53
# Fork: 3 of 3
# Warmup Iteration   1: 0.248 us/op
# Warmup Iteration   2: 0.192 us/op
# Warmup Iteration   3: 0.183 us/op
# Warmup Iteration   4: 0.190 us/op
# Warmup Iteration   5: 0.182 us/op
# Warmup Iteration   6: 0.181 us/op
# Warmup Iteration   7: 0.181 us/op
# Warmup Iteration   8: 0.183 us/op
# Warmup Iteration   9: 0.182 us/op
# Warmup Iteration  10: 0.180 us/op
# Warmup Iteration  11: 0.182 us/op
# Warmup Iteration  12: 0.181 us/op
# Warmup Iteration  13: 0.181 us/op
# Warmup Iteration  14: 0.181 us/op
# Warmup Iteration  15: 0.181 us/op
# Warmup Iteration  16: 0.181 us/op
# Warmup Iteration  17: 0.182 us/op
# Warmup Iteration  18: 0.182 us/op
# Warmup Iteration  19: 0.182 us/op
# Warmup Iteration  20: 0.183 us/op
Iteration   1: 0.182 us/op
Iteration   2: 0.183 us/op
Iteration   3: 0.183 us/op
Iteration   4: 0.183 us/op
Iteration   5: 0.181 us/op
Iteration   6: 0.185 us/op
Iteration   7: 0.183 us/op
Iteration   8: 0.182 us/op
Iteration   9: 0.182 us/op
Iteration  10: 0.182 us/op
Iteration  11: 0.183 us/op
Iteration  12: 0.183 us/op
Iteration  13: 0.183 us/op
Iteration  14: 0.182 us/op
Iteration  15: 0.183 us/op
Iteration  16: 0.183 us/op
Iteration  17: 0.183 us/op
Iteration  18: 0.183 us/op
Iteration  19: 0.182 us/op
Iteration  20: 0.182 us/op


Result "GroovyDynamicMethod5_10":
  0.182 ±(99.9%) 0.001 us/op [Average]
  (min, avg, max) = (0.178, 0.182, 0.187), stdev = 0.003
  CI (99.9%): [0.181, 0.184] (assumes normal distribution)


# JMH 1.15 (released 206 days ago, please consider updating!)
# VM version: JDK 1.8.0_121, VM 25.121-b13
# VM invoker: /usr/lib/jvm/java-8-oracle/jre/bin/java
# VM options: <none>
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: org.sample.MyBenchmark.GroovyDynamicMethod5_1_default3Proxy

# Run progress: 16.00% complete, ETA 00:42:13
# Fork: 1 of 3
# Warmup Iteration   1: 0.271 us/op
# Warmup Iteration   2: 0.206 us/op
# Warmup Iteration   3: 0.200 us/op
# Warmup Iteration   4: 0.203 us/op
# Warmup Iteration   5: 0.197 us/op
# Warmup Iteration   6: 0.197 us/op
# Warmup Iteration   7: 0.197 us/op
# Warmup Iteration   8: 0.197 us/op
# Warmup Iteration   9: 0.197 us/op
# Warmup Iteration  10: 0.197 us/op
# Warmup Iteration  11: 0.197 us/op
# Warmup Iteration  12: 0.197 us/op
# Warmup Iteration  13: 0.199 us/op
# Warmup Iteration  14: 0.198 us/op
# Warmup Iteration  15: 0.197 us/op
# Warmup Iteration  16: 0.197 us/op
# Warmup Iteration  17: 0.198 us/op
# Warmup Iteration  18: 0.198 us/op
# Warmup Iteration  19: 0.199 us/op
# Warmup Iteration  20: 0.199 us/op
Iteration   1: 0.199 us/op
Iteration   2: 0.198 us/op
Iteration   3: 0.199 us/op
Iteration   4: 0.199 us/op
Iteration   5: 0.199 us/op
Iteration   6: 0.198 us/op
Iteration   7: 0.198 us/op
Iteration   8: 0.198 us/op
Iteration   9: 0.199 us/op
Iteration  10: 0.199 us/op
Iteration  11: 0.199 us/op
Iteration  12: 0.199 us/op
Iteration  13: 0.198 us/op
Iteration  14: 0.199 us/op
Iteration  15: 0.198 us/op
Iteration  16: 0.197 us/op
Iteration  17: 0.200 us/op
Iteration  18: 0.198 us/op
Iteration  19: 0.199 us/op
Iteration  20: 0.200 us/op

# Run progress: 17.33% complete, ETA 00:41:33
# Fork: 2 of 3
# Warmup Iteration   1: 0.274 us/op
# Warmup Iteration   2: 0.207 us/op
# Warmup Iteration   3: 0.196 us/op
# Warmup Iteration   4: 0.198 us/op
# Warmup Iteration   5: 0.192 us/op
# Warmup Iteration   6: 0.193 us/op
# Warmup Iteration   7: 0.192 us/op
# Warmup Iteration   8: 0.193 us/op
# Warmup Iteration   9: 0.193 us/op
# Warmup Iteration  10: 0.192 us/op
# Warmup Iteration  11: 0.193 us/op
# Warmup Iteration  12: 0.192 us/op
# Warmup Iteration  13: 0.193 us/op
# Warmup Iteration  14: 0.193 us/op
# Warmup Iteration  15: 0.194 us/op
# Warmup Iteration  16: 0.193 us/op
# Warmup Iteration  17: 0.193 us/op
# Warmup Iteration  18: 0.194 us/op
# Warmup Iteration  19: 0.195 us/op
# Warmup Iteration  20: 0.193 us/op
Iteration   1: 0.194 us/op
Iteration   2: 0.194 us/op
Iteration   3: 0.193 us/op
Iteration   4: 0.194 us/op
Iteration   5: 0.194 us/op
Iteration   6: 0.195 us/op
Iteration   7: 0.195 us/op
Iteration   8: 0.195 us/op
Iteration   9: 0.193 us/op
Iteration  10: 0.193 us/op
Iteration  11: 0.193 us/op
Iteration  12: 0.193 us/op
Iteration  13: 0.193 us/op
Iteration  14: 0.194 us/op
Iteration  15: 0.194 us/op
Iteration  16: 0.194 us/op
Iteration  17: 0.194 us/op
Iteration  18: 0.195 us/op
Iteration  19: 0.194 us/op
Iteration  20: 0.193 us/op

# Run progress: 18.67% complete, ETA 00:40:52
# Fork: 3 of 3
# Warmup Iteration   1: 0.278 us/op
# Warmup Iteration   2: 0.204 us/op
# Warmup Iteration   3: 0.196 us/op
# Warmup Iteration   4: 0.203 us/op
# Warmup Iteration   5: 0.194 us/op
# Warmup Iteration   6: 0.194 us/op
# Warmup Iteration   7: 0.194 us/op
# Warmup Iteration   8: 0.194 us/op
# Warmup Iteration   9: 0.194 us/op
# Warmup Iteration  10: 0.194 us/op
# Warmup Iteration  11: 0.194 us/op
# Warmup Iteration  12: 0.195 us/op
# Warmup Iteration  13: 0.194 us/op
# Warmup Iteration  14: 0.195 us/op
# Warmup Iteration  15: 0.194 us/op
# Warmup Iteration  16: 0.195 us/op
# Warmup Iteration  17: 0.196 us/op
# Warmup Iteration  18: 0.196 us/op
# Warmup Iteration  19: 0.196 us/op
# Warmup Iteration  20: 0.195 us/op
Iteration   1: 0.196 us/op
Iteration   2: 0.196 us/op
Iteration   3: 0.197 us/op
Iteration   4: 0.196 us/op
Iteration   5: 0.195 us/op
Iteration   6: 0.195 us/op
Iteration   7: 0.196 us/op
Iteration   8: 0.196 us/op
Iteration   9: 0.196 us/op
Iteration  10: 0.195 us/op
Iteration  11: 0.195 us/op
Iteration  12: 0.196 us/op
Iteration  13: 0.196 us/op
Iteration  14: 0.196 us/op
Iteration  15: 0.196 us/op
Iteration  16: 0.197 us/op
Iteration  17: 0.195 us/op
Iteration  18: 0.196 us/op
Iteration  19: 0.196 us/op
Iteration  20: 0.196 us/op


Result "GroovyDynamicMethod5_1_default3Proxy":
  0.196 ±(99.9%) 0.001 us/op [Average]
  (min, avg, max) = (0.193, 0.196, 0.200), stdev = 0.002
